"","X","id","source","target142","cse142","cse143","target143","numAdmApplication","admitStatus","gender","ethnic","transfer","Q5b","Q5d","Q5e","Q5f","Q7a","Q8a","Q8c","Q8d","Q8e","Q8g","Q8i","Q9","Q11","GPA","stdmath","stdverbal","stdcomb","appscores","cse142firstclass","cse142grade","cse143firstclass","cse143grade"
"3123",3123,"ec04c537-5566-5de2-a532-19859f693118","student","CSE142",2,1,"NA143",1,"DNA","F","NOT IND",NA,2,3,2,1,5,3,3,4,4,2,2,1,1,3.74,700,620,1320,NA,2,3,NA,NA
"3124",3124,"ec0a4350-84be-5260-b9f4-249fe4b489d0","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,4,1,1,3,4,4,5,4,2,2,2,1,3.18,730,NA,NA,NA,2,3.5,2,3.2
"3125",3125,"ec1b01ab-f5b6-59ee-8a78-aceac6631aba","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,3,1,4,5,5,4,4,4,4,1,1,3.17,730,720,1450,NA,2,2.8,NA,NA
"3126",3126,"ec24cffa-9304-5216-a531-3c5348dc39c0","student","CSE142",2,3,"CSE143",1,"DNA","F","ASIAN",NA,4,2,1,1,3,4,4,4,4,4,4,1,1,3.79,590,370,960,NA,2,3.4,3,3
"3127",3127,"ec3ca1a4-287b-5c67-8a0a-5fb73a7af8bb","student","CSE142",2,4,"CSE143",1,"DNA","M","CAUCASN",NA,4,NA,1,1,3,5,5,NA,5,4,5,1,1,3.8,770,640,1410,NA,2,3.7,4,2
"3128",3128,"ec43a2c2-982e-59b4-85ba-94a500be903d","student","CSE142",3,1,"NA143",1,"DNA","F","CAUCASN",NA,4,3,1,1,3,5,5,3,5,3,3,1,1,3.14,570,520,1090,NA,3,NA,NA,NA
"3129",3129,"ec4cdeb0-a192-536a-a949-8b5667472c33","student","CSE142",3,3,"CSE143",1,"DNA","M","CAUCASN",NA,2,4,1,1,5,4,3,5,3,1,2,1,3,1.99,NA,NA,NA,NA,3,2.5,3,2.4
"3130",3130,"ec7a2f56-ddb9-5491-ae6c-ea5a5224faac","student","CSE142",1,1,"CSE143",1,"Accept","M","NOT IND",FALSE,1,3,1,1,5,5,4,4,4,2,2,3,2,3.98,740,590,1330,4.5,1,4,1,3.8
"3131",3131,"ec823187-4d74-591e-854d-0ff6a12fee7c","student","CSE142",1,1,"NA143",1,"DNA","F","CAUCASN",NA,4,3,1,1,3,5,4,4,5,3,3,1,1,3.36,620,570,1190,NA,1,3.3,NA,NA
"3132",3132,"ec8c59e3-0d4d-560e-a0fb-935ac02ca5aa","student","CSE142",2,3,"CSE143",1,"DNA","F","NOT IND",NA,2,4,2,2,5,5,5,5,5,4,4,1,1,3.66,770,450,1220,NA,2,3.7,3,3.2
"3133",3133,"eca3277e-4886-5692-a1bc-5e68997887f3","student","CSE142",2,2,"CSE143",1,"DNA","M","CAUCASN",NA,3,3,1,1,4,4,3,4,5,2,1,1,1,3.5,660,700,1360,NA,2,3.4,2,3.7
"3134",3134,"eca8f801-6ca7-5268-b473-3afc55060ae2","student","CSE142",1,1,"NA143",1,"DNA","M","NOT IND",NA,2,2,1,1,5,5,5,5,3,1,1,2,2,2.89,755,NA,NA,NA,1,1.7,NA,NA
"3135",3135,"eccc3e5b-986f-5eb5-9eef-28e3a5cded74","student","CSE142",3,3,"CSE143",1,"DNA","M","ASIAN",NA,4,3,2,1,4,5,5,4,4,4,4,2,1,2.75,610,280,890,NA,3,1.9,3,1.7
"3136",3136,"eccce79b-17e3-5dfb-b435-5561128c5e90","student","CSE142",1,2,"CSE143",1,"DNA","M","ASIAN",NA,1,3,2,1,5,4,4,5,4,1,2,1,4,3.39,650,690,1340,NA,1,3.2,2,3.2
"3137",3137,"ecd205fe-b3f8-583e-8648-386c06d4fbe2","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,NA,4,1,1,5,5,4,4,4,1,1,1,2,2.45,650,620,1270,NA,1,NA,NA,NA
"3138",3138,"ecedc045-474f-524c-be11-22516071f801","student","CSE142",2,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,1,2,5,4,4,5,4,1,1,2,2,1.81,680,800,1480,NA,2,2.1,1,0
"3139",3139,"ecef5c56-94b5-513a-b843-717a1bd8ec88","student","CSE142",1,2,"CSE143",1,"Deny","M","CAUCASN",NA,2,4,1,1,3,5,4,3,4,2,2,2,2,3.26,650,NA,NA,2,1,4,2,NA
"3140",3140,"ed0802bf-b47a-58d5-a563-ee8f26478041","student","CSE142",1,1,"CSE143",1,"Accept","M","NOT IND",FALSE,1,4,1,1,5,5,4,3,3,4,2,1,1,3.82,760,680,1440,4,1,4,1,3.7
"3141",3141,"ed0c1d17-ace4-59d5-b327-98eb13982215","student","CSE142",3,1,"NA143",1,"DNA","F","AFRO-AM",NA,1,4,1,1,5,5,5,5,5,4,5,2,2,2.48,470,480,950,NA,3,0,NA,NA
"3142",3142,"ed20374f-a47e-5f62-923d-e6fa577045d7","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,4,2,2,1,2,3,2,5,4,4,4,1,1,3.36,710,650,1360,NA,2,2.7,NA,NA
"3143",3143,"ed3fde76-41cc-5b03-b8fd-bc353cc4e0b9","student","CSE142",1,3,"CSE143",1,"Deny","F","NOT IND",FALSE,3,4,1,1,3,5,5,4,4,4,4,3,3,3.56,750,510,1260,2,1,2.8,3,2.9
"3144",3144,"ed4a4e93-48e5-5749-b6a3-d9109b43ebe5","student","CSE142",1,3,"CSE143",2,"Accept","F","CAUCASN",NA,3,4,3,1,5,3,3,4,4,2,2,1,1,3.62,760,670,1430,NA,1,3.4,3,3.3
"3145",3145,"ed64329a-28dd-5607-b247-dbee26f53cc8","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,1,1,5,5,4,3,4,2,4,1,1,3.28,700,610,1310,NA,1,3.1,NA,NA
"3146",3146,"ed6d6189-4130-5442-a8d8-d768c2785000","student","CSE142",2,1,"NA143",1,"DNA","M","NOT IND",NA,4,2,4,1,4,3,5,4,5,5,5,1,1,2.7,770,470,1240,NA,2,NA,NA,NA
"3147",3147,"ed859e04-79bf-5f0f-83a1-e6ffb9e826a5","student","CSE142",1,1,"CSE143",2,"Accept","M","ASIAN",NA,2,3,2,1,4,5,4,5,5,5,4,1,2,3.65,800,410,1210,4,1,3.8,1,4
"3148",3148,"ed92310e-cd6c-5984-bf21-cb13fe0985d0","student","CSE142",3,2,"CSE143",1,"DNA","M","CAUCASN",NA,4,3,2,2,3,5,5,5,5,1,1,3,1,3.62,680,630,1310,NA,3,3.5,2,3.1
"3149",3149,"eda6b6f4-b5f9-524c-9108-1452ccca87f0","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,3,4,3,1,5,4,3,5,1,4,1,1,1,1.93,740,360,1100,NA,1,3.6,1,1.2
"3150",3150,"edbc0799-25ae-595f-8b41-181ca9730013","student","CSE142",2,1,"NA143",1,"DNA","M","CAUCASN",NA,1,4,2,1,3,5,4,4,5,5,2,2,1,2.64,580,640,1220,NA,2,1,NA,NA
"3151",3151,"edcea6bb-ca9f-58bd-b4aa-226d74b34166","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,1,4,3,1,5,5,4,4,5,1,1,1,1,2.99,610,NA,NA,NA,2,3.4,2,2.3
"3152",3152,"edd6e069-86c8-52a0-87e2-007c2484f860","student","CSE142",2,2,"CSE143",1,"DNA","F","CAUCASN",NA,NA,3,1,3,5,3,3,4,5,2,2,1,1,3.13,570,500,1070,NA,2,2.7,2,NA
"3153",3153,"eddbd7f5-079d-5ebf-b94b-1c279250fd1d","student","CSE142",1,3,"CSE143",1,"Accept","M","CAUCASN",NA,1,4,2,1,5,5,5,3,5,4,4,1,2,3.84,770,610,1380,4.5,1,4,3,4
"3154",3154,"ede3f1ee-3237-5f48-bc9f-a9b4464b41b6","student","CSE142",1,1,"CSE143",2,"Deny","M","NOT IND",FALSE,1,3,2,3,5,4,5,4,3,4,4,1,1,3.73,760,450,1210,3.5,1,3.3,1,3.8
"3155",3155,"ede8e033-d77b-58fd-9aad-c44887fdafd1","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,2,3,3,1,4,5,3,5,2,2,2,1,1,2.07,560,540,1100,NA,2,0,NA,NA
"3156",3156,"ee086f64-5991-5a20-aaa9-bc296a7ac1da","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,3,3,4,2,5,3,3,4,4,2,4,1,1,2.26,600,520,1120,NA,1,NA,NA,NA
"3157",3157,"ee15b5d9-61fc-519d-82b8-a6a3957ee4d2","student","CSE142",3,1,"NA143",1,"DNA","M","AMER-IND",NA,3,3,2,2,4,5,4,5,5,4,2,1,1,2.92,510,580,1090,NA,3,0,NA,NA
"3158",3158,"ee1b6866-1c1e-5432-ac84-41547758e3d0","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,2,1,4,4,3,4,4,2,2,1,2,2.68,800,NA,NA,NA,1,NA,NA,NA
"3159",3159,"ee2f4736-9a22-5e63-978a-5c06e42abff5","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,2,3,1,1,4,4,4,4,5,3,2,1,1,2.58,570,570,1140,NA,1,1,NA,NA
"3160",3160,"ee44532e-7577-5eea-a1e5-74bb1ad5f624","student","CSE142",2,2,"CSE143",1,"DNA","M","NOT IND",NA,4,3,2,3,4,5,5,4,5,1,4,1,1,3.17,710,500,1210,NA,2,3.4,2,2.7
"3161",3161,"ee850e87-11c3-5d60-800b-1999caf1c233","student","CSE142",2,3,"CSE143",1,"Accept","M","CAUCASN",FALSE,2,4,1,1,5,5,3,4,5,4,1,1,1,2.58,660,800,1460,4,2,3.2,3,2.2
"3162",3162,"ee971f4d-527a-5ecf-b01b-ce506ce2ff78","student","CSE142",1,1,"NA143",1,"DNA","M","ASIAN",NA,1,3,1,1,5,4,4,3,4,4,4,1,1,3.29,540,670,1210,NA,1,1.5,NA,NA
"3163",3163,"ef06ea8e-ccf2-54cd-a2cd-f0276f03d2c1","student","CSE142",3,1,"NA143",1,"DNA","M","ASIAN",NA,1,4,2,1,2,5,3,3,2,4,1,1,1,3.38,670,550,1220,NA,3,3.4,NA,NA
"3164",3164,"ef21e5cf-c457-534f-a156-2b683db52a3e","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,1,2,4,1,2,3,3,5,4,2,1,1,1,3.62,535,NA,NA,NA,1,NA,NA,NA
"3165",3165,"ef433a36-62c7-5395-9da8-7af24a1589a1","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,4,2,1,3,3,3,4,3,4,4,4,1,1,3.89,800,490,1290,NA,1,3.8,NA,NA
"3166",3166,"ef6b4cfb-e436-5dc6-9102-98000c75f96f","student","CSE142",1,1,"NA143",1,"DNA","M","CAUCASN",NA,1,3,1,1,5,5,4,5,5,3,2,3,1,3.04,560,500,1060,NA,1,2.1,NA,NA
"3167",3167,"ef8d5e1c-58ef-512f-83c9-c7dd6750d48d","student","CSE142",2,2,"CSE143",1,"Deny","M","ASIAN",FALSE,1,3,1,1,5,5,4,4,4,4,1,2,2,3.24,780,NA,NA,2,2,2.7,2,2.5
"3168",3168,"efa6e316-6fbd-55ac-90c0-f016ca556e7b","student","CSE142",1,2,"CSE143",1,"DNA","F","CAUCASN",NA,4,3,1,3,5,3,3,5,4,3,2,1,1,3.42,610,610,1220,NA,1,2.8,2,2.3
"3169",3169,"f00f77bd-288c-5770-965e-3685c981922d","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,3,3,1,1,4,4,3,4,3,4,3,2,1,3.5,730,470,1200,NA,2,3.5,2,3
"3170",3170,"f021b98f-a82b-51a6-a547-a8d9e33daa11","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,3,4,1,1,5,5,5,4,4,3,2,2,1,3.4,620,460,1080,NA,1,3.1,1,3.3
"3171",3171,"f0302c32-e2c3-54a9-84dc-11b1d106df60","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,4,3,5,3,2,1,2,1,2.95,670,390,1060,NA,1,3.7,2,2.9
"3172",3172,"f04fccf2-8c83-5d27-b4ba-ae70665d5917","student","CSE142",1,1,"CSE143",1,"DNA","M","ASIAN",NA,1,4,3,1,5,5,4,5,4,3,3,3,2,3.28,780,NA,NA,NA,1,3.2,1,2.9
"3173",3173,"f05a7b63-7174-5cd7-86dd-f585838f7e06","student","CSE142",1,2,"CSE143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,4,5,4,5,4,4,1,1,3.18,780,500,1280,NA,1,3.2,2,2.7
"3174",3174,"f0930c73-1104-579a-b32a-1b739487af62","student","CSE142",1,1,"NA143",1,"DNA","F","NOT IND",NA,1,3,1,1,4,5,4,5,3,3,3,2,1,3.47,760,450,1210,NA,1,2.7,NA,NA
"3175",3175,"f0be89fe-479b-58a3-b4ce-bec78d14b5c0","student","CSE142",2,4,"CSE143",1,"DNA","F","NOT IND",NA,4,1,1,4,1,5,5,5,5,5,5,1,2,3.51,770,410,1180,NA,2,3.8,4,3.3
"3176",3176,"f0c3755b-fb15-5777-9248-6eb3d27888ee","student","CSE142",1,1,"CSE143",1,"Deny","M","NOT IND",NA,2,4,1,1,5,5,4,5,4,4,2,1,1,3.44,710,700,1410,3.5,1,3.9,1,3.8
"3177",3177,"f0d2e43d-7b45-52e6-834f-6f8654514c9f","student","CSE142",3,3,"CSE143",1,"DNA","M","NOT IND",NA,4,4,4,3,4,5,4,5,5,4,2,1,1,3.28,NA,NA,NA,NA,3,3.2,3,2.8
"3178",3178,"f0d2fda1-b0cd-569e-b9b4-eaf90a9fe401","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,4,4,2,1,4,5,4,5,5,2,1,2,1,3.5,560,570,1130,NA,2,2.6,NA,NA
"3179",3179,"f0db0679-95e7-57fd-84bf-0d6db322c829","student","CSE142",1,2,"CSE143",1,"DNA","F","CAUCASN",NA,2,3,2,2,5,5,3,4,4,2,3,1,3,3.88,750,800,1550,NA,1,3.8,2,3.5
"3180",3180,"f0dd528e-35d4-5c2a-9846-8f53f7c4a2cd","student","CSE142",2,2,"CSE143",1,"DNA","M","ASIAN",NA,2,3,1,1,5,4,4,5,4,2,2,2,1,2.18,650,630,1280,NA,2,3.2,2,0
"3181",3181,"f10f7122-f5de-5a90-b3d2-b52cb5cab9e0","student","CSE142",2,3,"CSE143",1,"Accept","F","ASIAN",NA,1,4,4,4,5,5,2,5,4,1,1,2,2,3.57,700,550,1250,4,2,4,3,3.9
"3182",3182,"f110e1f9-dd5e-5fc4-886a-2c17e80a74b7","student","CSE142",1,1,"CSE143",1,"DNA","M","NOT IND",NA,1,4,1,1,5,4,5,4,3,3,4,1,1,3.58,760,500,1260,NA,1,3.4,1,2.8
"3183",3183,"f1271410-aaa4-588d-9585-66d672194c97","student","CSE142",1,1,"CSE143",1,"DNA","M","CAUCASN",NA,1,4,2,1,5,4,5,5,5,4,2,1,1,3.25,550,550,1100,NA,1,2.9,1,2.8
"3184",3184,"f130c5f5-9d88-5933-a173-173d5a204f2b","student","CSE142",3,3,"CSE143",1,"Deny","M","ASIAN",NA,1,4,4,1,5,5,3,4,5,2,2,1,1,3.41,680,590,1270,2.5,3,3.5,3,3.7
"3185",3185,"f1381b29-006d-5ec4-84ca-ba90c9d69657","student","CSE142",2,1,"NA143",1,"DNA","F","ASIAN",NA,3,4,1,1,5,5,5,5,5,3,3,1,1,2.78,510,450,960,NA,2,0,NA,NA
"3186",3186,"f14b5b23-ced8-58dd-aea7-691391f853c8","student","CSE142",1,2,"CSE143",1,"Accept","M","NOT IND",NA,4,3,3,2,3,5,5,5,4,1,2,1,1,3.92,750,530,1280,4.1,1,3.9,2,4
"3187",3187,"f14e224a-3e26-5e19-ae9a-6b1cf7e1cbf8","student","CSE142",2,1,"NA143",1,"DNA","M","ASIAN",NA,4,3,3,2,4,5,4,4,4,3,1,1,2,3.24,650,560,1210,NA,2,3.5,NA,NA
"3188",3188,"f1622fdf-58bb-5115-b187-d105bf6cfaee","student","CSE142",2,2,"CSE143",1,"Deny","F","ASIAN",NA,1,3,1,1,4,4,5,2,5,4,2,1,1,3.22,580,490,1070,1,2,2.6,2,2.7
